"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
156,168,4056,4782,4947,4329,5254,6973,8287,0
157,168,285,318,301,308,382,437,441,427
158,168,336,417,389,409,445,539,528,523
163,168,6315,7256,5849,6386,6936,7581,7581,0
167,168,3465,3824,3935,4473,4092,4259,4152,4306
183,168,1018,833,770,0,0,0,0,0
185,168,17914,18278,16645,16166,16155,19439,15083,13354
186,168,28239,30342,32884,34176,39709,41917,45319,42016
2,169,0,0,0,0,0,0,0,0
10,169,28,28,1,1,1,1,1,0
17,169,11,7,9,4,2,2,2,0
23,169,0,0,0,1,1,1,1,0
27,169,13,9,5,3,3,4,5,0
43,169,0,0,0,0,0,1,0,0
45,169,7,1,2,7,12,7,1,0
46,169,1,1,1,1,1,5,2,0
47,169,8,9,7,7,8,7,7,0
57,169,0,0,0,0,0,0,0,0
60,169,1,0,0,0,1,0,0,0
61,169,40,20,11,7,19,4,4,0
65,169,13,12,11,13,11,14,12,0
67,169,44,159,89,15,3,2,2,0
76,169,0,0,0,0,0,0,0,0
77,169,0,0,0,0,0,0,0,0
82,169,3,0,0,1,0,0,0,0
84,169,63,64,55,62,47,71,85,0
95,169,0,0,0,0,0,0,0,0
100,169,0,0,0,0,0,0,0,0
101,169,12,1,1,0,0,0,0,0
108,169,0,0,0,0,0,0,0,0
123,169,40,12,7,5,8,9,13,0
139,169,0,0,0,1,2,1,2,0
140,169,0,0,0,0,0,0,0,0
142,169,20,6,8,6,1,1,1,0
143,169,113,50,57,81,103,0,0,0
153,169,0,0,0,0,0,0,0,0
157,169,0,0,0,0,0,0,0,0
158,169,0,0,0,0,0,0,0,0
167,169,3,9,3,8,14,9,10,0
185,169,6,18,0,0,0,0,0,0
2,171,0,0,0,0,0,0,0,0
10,171,3,4,1,1,2,1,1,0
17,171,1,3,1,1,1,2,1,0
23,171,0,0,0,0,0,0,0,0
27,171,0,0,0,0,1,0,1,0
43,171,0,0,0,0,0,0,0,0
45,171,0,0,0,0,0,0,0,0
46,171,1,1,1,1,1,1,1,0
47,171,0,1,0,0,0,0,1,0
57,171,0,0,0,1,0,0,1,0
60,171,0,0,1,1,0,0,0,0
61,171,0,0,0,0,0,0,2,0
65,171,20,29,21,0,0,0,0,0
67,171,0,0,1,1,0,0,0,0
76,171,1,0,0,0,0,0,0,0
77,171,0,0,0,0,0,0,0,0
82,171,0,1,0,0,0,0,0,0
84,171,1,0,0,9,2,2,8,0
95,171,0,1,1,1,1,1,1,0
100,171,28,25,7,4,6,0,6,0
101,171,1,1,1,1,0,0,0,0
108,171,0,0,0,0,0,0,0,0
123,171,23,8,5,36,2,2,1,0
139,171,1,1,0,4,2,0,1,0
140,171,0,0,0,0,0,0,0,0
142,171,0,0,0,0,1,0,0,0
143,171,601,586,387,332,448,463,452,0
153,171,0,0,0,1,2,0,0,0
157,171,0,0,0,0,0,0,0,0
158,171,0,0,0,0,0,0,0,0
167,171,0,0,0,0,0,1,0,0
185,171,12,8,6,0,0,0,0,0
2,172,0,0,0,0,0,0,0,0
10,172,0,1,1,0,0,1,1,0
17,172,28,19,24,12,12,20,11,0
23,172,0,0,0,0,0,0,0,0
27,172,0,0,2,3,3,0,0,0
43,172,0,1,1,1,0,1,1,0
45,172,0,0,0,0,0,0,1,0
46,172,1,1,1,1,1,1,2,0
47,172,33,36,31,31,32,30,34,0
57,172,0,0,0,0,0,0,1,0
60,172,33,36,47,17,24,18,16,0
61,172,58,0,0,34,49,45,45,0
65,172,29,29,23,31,27,35,38,0
67,172,0,1,11,10,11,13,16,0
76,172,0,0,0,0,1,0,1,0
77,172,0,1,1,1,0,0,0,0
82,172,8,5,3,4,5,4,2,0
84,172,10,10,7,6,7,9,6,0
95,172,0,0,0,0,0,0,0,0
100,172,0,0,0,1,1,0,1,0
101,172,84,56,33,27,20,19,15,0
108,172,0,0,0,0,0,0,0,0
123,172,81,63,55,50,54,63,56,0
139,172,1,1,1,2,2,1,5,0
140,172,1,1,0,0,0,1,1,0
142,172,0,1,3,1,1,0,0,0
143,172,2,0,1,1,1,1,1,0
153,172,0,0,0,0,0,0,0,0
157,172,0,0,0,0,0,0,0,0
158,172,0,0,0,0,0,0,0,0
167,172,58,53,41,54,20,34,25,0
185,172,150,212,225,0,0,0,0,0
2,173,0,0,0,0,0,0,0,0
9,173,882,958,884,833,1000,950,0,0
10,173,65,62,67,61,68,85,94,0
17,173,154,120,150,128,101,117,105,0
23,173,0,0,0,0,0,0,0,0
27,173,2,6,3,4,10,6,4,0
33,173,112,93,84,90,96,144,154,0
43,173,2,1,1,1,3,11,6,0
45,173,1,8,3,0,1,0,1,0
46,173,10,10,11,12,16,31,14,0
47,173,267,363,242,213,257,293,282,0
57,173,2,1,2,2,1,2,2,0
60,173,69,69,82,99,139,145,113,0
61,173,418,351,404,400,589,579,460,0
65,173,725,741,790,824,897,1097,1104,0
67,173,25,35,66,60,78,91,92,0
75,173,1014,1170,1271,1191,1263,1336,1138,0
76,173,5,4,2,5,9,17,10,0
77,173,2,4,6,13,15,15,13,0
82,173,68,242,132,183,347,1518,1716,0
84,173,158,127,184,121,122,136,125,0
86,173,0,7677,6707,6778,7009,7668,0,0
95,173,0,1,1,1,1,1,1,0
100,173,3,4,0,1,1,0,1,0
101,173,96,128,124,113,123,135,114,0
105,173,966,1163,1000,1211,1326,1269,1285,546
108,173,0,0,0,0,1,0,0,0
123,173,905,808,615,474,486,566,573,0
124,173,124,145,151,149,162,182,0,0
139,173,9,19,17,15,18,27,24,0
140,173,7,9,9,9,10,11,13,0
142,173,10,3,5,7,6,9,8,0
143,173,50,46,40,34,45,55,70,0
153,173,1,1,1,0,0,0,1,0
156,173,2515,2785,2785,2632,2808,3369,3549,0
157,173,1,1,2,3,1,3,6,0
158,173,1,2,1,2,3,2,2,0
163,173,163,171,140,157,182,223,264,0
167,173,237,267,233,212,192,222,224,0
185,173,1002,1010,1131,655,768,1011,952,854
186,173,2710,2850,2744,2807,2945,3263,3428,2383
2,63,0,0,0,0,0,0,0,0
10,63,0,0,0,0,0,0,0,0
17,63,3,3,3,2,1,6,6,0
23,63,0,0,0,0,0,0,0,0
27,63,0,0,0,0,0,0,0,0
43,63,0,0,0,0,0,0,0,0
45,63,0,0,0,0,0,0,0,0
46,63,0,0,0,0,0,0,0,0
47,63,8,10,10,9,13,13,19,0
57,63,0,0,0,0,0,0,0,0
60,63,0,0,0,0,0,1,0,0
61,63,0,0,4,0,9,0,11,0
67,63,0,0,3,2,2,4,3,0
76,63,0,0,0,0,0,0,0,0
77,63,0,0,0,0,0,0,0,0
82,63,0,0,0,0,0,0,0,0
84,63,0,0,0,0,0,0,0,0
95,63,0,0,0,0,0,0,0,0
100,63,0,0,0,0,0,0,0,0
101,63,4,3,1,1,1,0,0,0
108,63,0,0,0,0,0,0,0,0
123,63,41,14,11,7,5,4,3,0
139,63,0,0,0,0,0,0,0,0
140,63,1,3,0,0,0,1,1,0
142,63,0,0,0,0,0,0,0,0
143,63,0,0,0,0,0,0,0,0
153,63,0,0,0,0,0,0,0,0
157,63,0,0,0,0,0,0,0,0
158,63,1,0,0,0,0,0,0,0
167,63,0,0,0,0,0,0,0,0
185,63,6,13,6,0,0,0,0,0
2,174,0,0,0,0,0,0,0,0
10,174,0,0,0,0,0,0,0,0
17,174,0,0,0,0,2,0,0,0
23,174,0,0,0,0,0,0,0,0
27,174,0,0,0,1,0,0,0,0
43,174,0,0,0,0,0,0,0,0
45,174,0,0,0,0,0,0,0,0
46,174,0,0,0,0,0,0,0,0
47,174,1,0,0,0,0,0,0,0
57,174,0,0,0,0,0,0,0,0
60,174,0,0,3,0,0,0,1,0
61,174,0,0,0,0,0,0,0,0
65,174,0,0,0,0,1,1,0,0
67,174,0,0,0,0,0,0,0,0
76,174,0,0,0,0,0,0,0,0
77,174,0,0,0,0,0,0,0,0
82,174,0,0,1,0,0,1,1,0
84,174,0,0,0,0,0,0,0,0
95,174,0,0,0,0,0,0,0,0
100,174,0,0,0,0,0,0,0,0
101,174,0,0,0,0,0,0,0,0
108,174,0,0,0,0,0,0,0,0
123,174,2,2,3,0,13,1,2,0
139,174,0,0,0,0,0,0,0,0
140,174,8,13,13,14,10,8,7,0
142,174,0,0,0,0,0,0,0,0
143,174,0,0,0,0,0,0,0,0
153,174,0,0,0,0,0,0,0,0
157,174,0,0,0,0,0,0,0,0
158,174,0,0,0,0,0,0,0,0
167,174,0,0,0,0,0,0,0,0
185,174,0,0,9,0,0,0,0,0
2,175,0,0,0,0,0,0,0,0
10,175,0,0,0,0,0,0,1,0
17,175,16,8,11,9,9,15,10,0
23,175,0,0,0,0,0,0,0,0
27,175,0,0,0,0,0,0,0,0
43,175,0,0,0,0,0,0,0,0
45,175,0,0,0,0,0,0,0,0
46,175,0,0,0,0,0,0,0,0
47,175,8,9,6,5,7,9,10,0
57,175,0,0,0,0,0,0,0,0
60,175,0,0,0,0,0,1,-1,0
61,175,93,102,59,75,150,38,48,0
67,175,0,0,87,79,79,74,87,0
76,175,0,0,0,0,0,0,0,0
77,175,0,0,0,0,0,0,0,0
82,175,1,0,0,0,0,0,0,0
84,175,2,1,1,1,13,3,3,0
95,175,0,0,0,0,0,0,0,0
100,175,0,0,0,0,0,0,0,0
101,175,3,3,1,1,1,1,1,0
123,175,61,41,27,19,34,29,10,0
139,175,1,0,0,1,1,1,5,0
140,175,1,11,1,1,1,1,2,0
142,175,0,0,0,0,0,1,0,0
143,175,0,0,0,0,0,0,0,0
153,175,0,0,0,0,0,0,0,0
157,175,0,0,0,0,0,0,0,0
158,175,0,0,0,0,0,0,0,0
167,175,9,9,10,14,10,12,13,0
185,175,50,71,34,0,0,0,0,0
2,176,0,0,0,0,0,0,0,0
10,176,0,0,0,0,0,0,1,0
17,176,0,0,0,0,0,0,0,0
23,176,0,0,0,0,0,0,0,0
27,176,0,0,0,0,0,0,0,0
43,176,0,0,0,0,0,0,0,0
45,176,0,0,0,0,0,0,0,0
46,176,0,0,0,0,0,0,0,0
47,176,0,0,0,0,0,0,0,0
57,176,0,0,0,0,0,0,0,0
60,176,0,0,0,0,0,0,0,0
61,176,7,0,0,0,1,1,1,0
65,176,0,0,0,0,0,0,0,0
67,176,0,0,0,0,0,0,0,0
76,176,0,0,0,0,0,0,0,0
77,176,0,0,0,0,0,0,0,0
82,176,0,0,3,4,5,5,4,0
84,176,0,0,0,0,0,0,0,0
95,176,0,0,0,0,0,0,0,0
100,176,0,0,0,0,0,0,0,0
101,176,0,9,14,6,0,0,0,0
108,176,0,0,0,0,0,0,0,0
123,176,1,0,0,1,0,0,0,0
124,176,45,48,54,56,61,66,0,0
139,176,0,0,0,0,0,0,0,0
140,176,0,0,0,0,0,0,0,0
142,176,0,1,0,0,0,0,0,0
143,176,0,0,0,0,0,0,0,0
153,176,0,0,0,0,0,0,0,0
157,176,0,0,0,0,0,0,0,0
158,176,0,0,0,0,0,0,0,0
167,176,0,0,0,0,0,0,3,0
185,176,6,0,0,0,0,0,0,0
2,177,0,0,0,0,0,0,0,0
10,177,1,1,1,1,1,1,3,0
17,177,11,8,3,1,1,7,3,0
23,177,0,0,0,0,0,0,0,0
27,177,0,0,0,0,0,0,0,0
33,177,155,140,117,104,114,0,0,0
43,177,0,0,0,0,0,0,0,0
45,177,0,0,0,0,0,0,0,0
46,177,0,0,0,0,0,0,0,0
47,177,9,19,18,9,12,36,32,0
57,177,0,0,0,0,0,0,0,0
60,177,0,1,1,1,1,1,1,0
61,177,32,40,80,65,53,31,0,0
65,177,24,41,62,59,38,28,44,0
67,177,0,1,37,36,36,44,60,0
76,177,0,0,0,0,0,0,0,0
77,177,0,0,0,0,0,1,1,0
82,177,4,0,0,0,12,15,16,0
84,177,2,4,2,12,20,18,37,0
95,177,0,0,0,0,0,0,0,0
100,177,0,0,0,0,0,0,0,0
101,177,40,41,12,1,7,6,1,0
123,177,129,52,43,85,125,126,111,0
139,177,0,0,0,0,0,0,0,0
140,177,0,4,4,9,6,1,8,0
142,177,0,0,0,0,0,0,1,0
143,177,0,0,0,0,0,0,0,0
153,177,0,0,0,0,0,0,0,0
157,177,0,0,0,0,0,0,0,0
158,177,0,1,0,3,0,0,0,0
167,177,10,19,23,34,29,17,12,0
185,177,424,318,249,0,0,0,0,0
2,178,0,0,0,0,1,1,0,0
10,178,33,13,13,9,11,13,24,0
17,178,54,53,53,48,62,34,38,0
23,178,0,0,0,0,0,0,0,0
27,178,3,3,3,4,5,3,2,0
43,178,0,1,0,0,0,0,0,0
45,178,0,0,0,0,11,1,0,0
46,178,7,10,4,4,6,30,3,0
47,178,40,32,35,30,35,36,35,0
57,178,0,0,0,0,0,0,1,0
60,178,20,17,17,18,7,0,0,0
61,178,912,546,625,633,589,820,811,0
65,178,93,106,115,108,129,102,87,0
67,178,10,9,29,24,26,31,22,0
76,178,3,2,1,2,3,2,2,0
77,178,0,0,0,1,0,0,0,0
82,178,35,32,28,27,23,47,44,0
84,178,125,136,117,134,135,146,158,0
95,178,0,0,0,0,0,0,0,0
100,178,0,0,0,0,0,0,1,0
101,178,32,27,10,4,8,6,3,0
108,178,7,0,0,0,7,0,0,0
123,178,253,88,82,60,78,62,44,0
139,178,3,15,8,7,14,6,5,0
140,178,15,11,4,7,5,7,6,0
142,178,20,31,26,33,15,18,19,0
143,178,16,12,7,18,12,21,27,0
153,178,3,5,4,2,1,2,1,0
157,178,1,4,0,0,0,0,1,0
158,178,1,1,0,0,0,1,1,0
167,178,42,42,50,49,33,33,22,0
185,178,105,142,151,0,0,0,0,0
2,179,0,0,0,0,51,37,0,0
10,179,661,760,692,684,677,620,507,0
17,179,559,595,514,570,600,707,612,0
23,179,0,0,105,111,115,109,92,0
27,179,436,444,406,397,437,471,484,0
33,179,134,128,127,134,144,156,158,0
43,179,16,16,17,16,30,16,21,0
45,179,1,3,2,1,3,4,2,0
46,179,210,164,163,170,167,147,137,0
47,179,506,586,487,481,655,812,761,0
57,179,16,23,34,20,25,34,35,0
60,179,62,100,138,125,111,154,159,0
61,179,1149,1189,1441,1582,1545,1989,1840,0
65,179,2375,2426,2167,2124,2353,2571,2580,0
67,179,641,746,1061,814,903,1030,1018,0
75,179,46,55,47,40,40,45,0,0
76,179,159,183,208,246,204,289,270,0
77,179,2,5,3,3,4,4,6,0
82,179,584,582,712,766,775,1355,1502,0
84,179,985,1241,1138,1043,925,1008,909,0
95,179,31,36,21,15,14,19,15,0
100,179,34,15,0,0,11,0,116,0
101,179,308,307,311,296,276,270,299,0
105,179,71,108,78,78,77,155,127,28
108,179,89,0,0,0,114,0,0,0
123,179,1220,1035,935,773,836,930,1019,0
139,179,126,91,89,99,112,116,128,0
140,179,45,57,73,91,89,85,77,0
142,179,171,263,201,206,231,165,204,0
143,179,3773,2961,2310,1143,1113,1471,1202,0
153,179,43,65,84,64,74,104,77,0
157,179,20,20,21,53,44,54,55,0
158,179,35,37,34,29,36,44,40,0
163,179,615,857,952,970,946,1172,967,0
167,179,220,205,395,242,186,222,232,0
168,179,596,647,564,605,602,642,0,0
185,179,2359,2001,2342,2387,1880,2345,2955,1559
186,179,3916,3886,4159,4143,4083,4125,4206,2796
2,180,0,0,0,0,0,0,0,0
10,180,1,1,2,1,2,4,3,0
17,180,5,7,12,11,1,0,0,0
23,180,0,0,0,0,0,0,0,0
27,180,1,1,1,0,0,0,1,0
43,180,0,0,0,0,0,0,0,0
45,180,0,0,0,0,0,0,0,0
46,180,1,1,1,1,1,0,0,0
47,180,0,0,0,0,0,0,0,0
57,180,0,0,0,0,0,0,0,0
60,180,7,1,0,0,0,0,0,0
61,180,64,0,0,0,0,56,78,0
65,180,40,25,55,49,29,22,18,0
67,180,1,1,0,0,0,6,14,0
76,180,0,0,1,1,1,0,0,0
77,180,0,0,0,0,0,0,0,0
82,180,1,0,0,0,0,1,1,0
84,180,11,52,2,2,1,1,0,0
95,180,3,5,3,2,5,12,6,0
100,180,4,3,3,3,2,0,3,0
101,180,1,11,11,1,1,2,1,0
108,180,0,0,0,0,0,0,0,0
123,180,103,23,21,16,8,8,9,0
139,180,2,0,1,1,1,1,1,0
140,180,0,0,0,0,24,0,0,0
142,180,1,1,1,3,1,0,0,0
143,180,374,430,269,168,119,214,146,0
153,180,0,1,0,0,0,0,0,0
157,180,0,0,0,0,0,0,0,0
158,180,0,1,0,5,1,0,0,0
167,180,0,0,0,1,0,0,0,0
185,180,194,140,73,0,0,0,0,0
2,181,0,0,0,0,0,0,0,0
10,181,0,0,0,0,0,0,0,0
17,181,0,0,0,0,0,0,0,0
23,181,0,0,0,0,0,0,0,0
27,181,0,0,0,0,0,0,0,0
43,181,0,0,0,0,0,0,0,0
45,181,0,0,0,0,0,0,0,0
46,181,0,0,0,0,0,20,0,0
47,181,0,0,0,0,0,0,0,0
57,181,0,0,0,0,0,0,0,0
60,181,0,0,0,0,0,0,0,0
61,181,0,0,0,0,0,0,0,0
65,181,1,0,0,0,0,0,0,0
67,181,0,0,0,0,0,3,0,0
76,181,0,0,0,0,0,0,0,0
77,181,0,0,0,0,0,0,0,0
82,181,0,0,0,0,0,0,0,0
84,181,0,0,0,0,0,0,0,0
95,181,0,0,0,0,0,0,0,0
100,181,0,0,0,0,0,0,0,0
101,181,0,0,0,0,0,0,0,0
108,181,0,0,0,0,0,0,0,0
123,181,0,10,5,0,0,0,0,0
139,181,0,0,0,0,0,0,0,0
140,181,0,0,0,0,0,0,0,0
142,181,0,0,0,0,0,0,0,0
143,181,0,0,0,0,0,0,0,0
153,181,0,0,0,0,0,0,0,0
157,181,0,0,0,0,0,0,0,0
158,181,0,0,0,0,0,0,0,0
167,181,0,0,0,0,0,0,0,0
185,181,0,0,0,0,0,0,0,0
2,182,0,0,0,0,0,0,0,0
10,182,1,1,1,2,2,4,21,0
17,182,16,16,12,12,11,24,8,0
23,182,0,0,0,0,0,0,0,0
27,182,0,1,3,0,0,0,0,0
43,182,1,1,1,0,0,0,0,0
45,182,0,0,0,0,0,0,0,0
46,182,1,1,1,2,1,1,7,0
47,182,15,16,19,16,22,27,28,0
57,182,0,0,0,0,0,0,0,0
60,182,1,3,3,3,3,2,2,0
61,182,0,0,0,0,148,0,0,0
65,182,13,19,19,24,31,22,21,0
67,182,0,0,0,0,0,0,0,0
76,182,0,0,0,0,0,0,0,0
77,182,0,0,0,0,0,0,0,0
82,182,0,1,0,0,0,0,0,0
84,182,7,11,4,10,4,2,4,0
95,182,0,0,0,0,0,0,0,0
100,182,0,0,0,0,0,0,0,0
101,182,32,39,38,25,16,17,4,0
108,182,0,0,0,0,0,0,0,0
123,182,49,33,31,30,28,29,29,0
139,182,31,15,3,2,1,1,1,0
140,182,0,0,0,0,0,0,0,0
142,182,0,0,0,1,0,0,0,0
143,182,4,4,1,1,0,1,1,0
153,182,7,0,0,1,1,7,3,0
157,182,0,0,0,0,0,0,0,0
158,182,0,0,0,0,0,0,0,0
167,182,27,27,29,11,13,14,14,0
185,182,69,95,66,0,0,0,0,0
2,183,0,0,0,0,5,11,0,0
10,183,359,288,202,204,204,228,231,0
17,183,185,128,142,111,150,204,287,0
23,183,0,0,1,1,3,3,2,0
27,183,230,205,153,168,196,257,299,0
43,183,33,37,21,32,35,52,105,0
45,183,137,162,140,173,164,209,226,0
46,183,424,344,331,385,512,637,782,0
47,183,209,182,124,163,174,160,239,0
57,183,59,52,37,42,66,75,94,0
60,183,45,35,23,28,33,28,35,0
61,183,181,239,323,203,188,220,288,0
67,183,241,183,196,150,191,231,345,0
76,183,483,469,388,380,456,488,542,0
77,183,2,3,2,4,5,7,7,0
82,183,124,132,50,81,103,464,585,0
84,183,279,302,199,185,307,229,192,0
95,183,32,45,58,61,62,73,95,0
100,183,58,42,41,58,75,0,146,0
101,183,118,133,84,125,112,117,131,0
108,183,5,0,0,0,7,0,0,0
123,183,333,191,163,139,191,196,194,0
139,183,1803,1821,1889,2389,3231,3613,3534,0
140,183,17,27,24,29,40,50,55,0
142,183,29,35,19,23,24,30,60,0
143,183,2392,2516,1575,1149,1248,1296,1207,0
153,183,7,4,2,3,2,4,8,0
157,183,67,79,128,131,129,132,124,0
158,183,27,19,15,18,20,26,26,0
167,183,75,55,59,59,43,49,63,0
185,183,213,171,211,238,288,185,370,200
2,184,0,0,0,0,8,2,0,0
10,184,367,424,401,310,366,380,516,0
17,184,627,680,719,912,868,661,658,0
23,184,0,0,4,47,47,54,47,0
27,184,18,13,11,10,13,12,14,0
43,184,8,10,15,15,49,60,66,0
45,184,29,33,37,66,61,73,68,0
46,184,83,55,64,58,74,63,69,0
47,184,1002,1031,926,829,903,1023,1188,0
57,184,34,25,13,22,32,23,29,0
60,184,242,170,159,199,163,150,135,0
61,184,1745,1932,2255,2502,2678,2755,2402,0
65,184,1897,2079,2250,0,0,2109,2043,0
67,184,352,346,676,596,622,673,759,0
75,184,337,350,382,343,373,419,370,0
76,184,36,34,50,43,41,62,51,0
77,184,5,6,8,10,13,13,25,0
82,184,899,696,1141,0,0,2259,0,0
84,184,696,747,738,968,968,1000,852,0
86,184,0,1067,1307,1692,2205,1926,0,0
95,184,106,24,32,28,15,30,26,0
100,184,30,31,18,14,11,0,34,0
101,184,231,262,209,238,246,327,341,0
105,184,330,320,204,189,119,119,138,155
108,184,28,0,0,0,71,0,0,0
123,184,1210,1256,1247,1144,1159,1249,1625,0
124,184,84,83,93,91,103,84,0,0
139,184,50,68,72,73,100,250,175,0
140,184,77,85,87,100,151,125,133,0
142,184,36,54,46,52,77,79,72,0
143,184,676,625,656,728,1020,1263,1366,0
153,184,32,73,103,126,154,168,177,0
156,184,1354,1314,1235,1483,1253,1382,1558,0
157,184,10,11,9,8,12,28,19,0
158,184,11,11,10,17,16,17,18,0
167,184,266,296,258,249,302,193,233,0
185,184,4101,5634,5132,0,0,0,0,0
2,185,0,0,0,0,88,113,127,0
9,185,4552,4617,4174,3953,4140,4100,0,0
10,185,2413,2564,2308,2523,2747,3674,3767,3172
17,185,9432,10843,9788,9449,10290,10788,11187,9885
23,185,0,0,18,21,28,30,29,0
27,185,675,766,719,677,753,914,1121,727
33,185,5157,5787,4844,5042,4942,5512,5511,0
37,185,0,0,7009,7156,0,0,0,0
43,185,396,578,540,669,684,1191,1113,464
45,185,2098,1954,2232,2388,2481,2872,2716,1486
46,185,1330,1494,1375,1456,1628,1784,1775,1416
47,185,4260,4938,5017,6473,7006,10032,8076,5250
57,185,303,345,290,298,353,397,416,382
60,185,1353,1408,1398,1457,1449,1457,1664,1268
61,185,27519,31826,29368,29651,32812,35148,33401,27493
65,185,27419,27950,26655,26772,28393,29547,29669,29180
67,185,5554,6609,3557,3410,3709,3704,4205,1932
75,185,6262,6889,7658,7818,8146,8777,8598,0
76,185,1539,1967,1872,1917,2318,2531,2455,1876
77,185,327,422,465,629,737,771,676,362
82,185,21075,23759,24113,26627,29687,35820,39066,39250
84,185,8545,9302,8547,8383,9366,11285,9831,6990
86,185,0,8762,10018,12188,12610,13121,0,0
95,185,393,344,352,389,456,483,387,268
100,185,230,259,0,0,438,515,574,491
101,185,9843,12584,13109,12473,13335,16026,17885,0
105,185,1969,2001,1658,1624,1638,1692,1760,1407
108,185,1418,0,0,0,2213,0,0,0
123,185,19186,22308,21204,22469,26558,29007,31739,25479
124,185,852,990,1087,960,1080,984,0,0
139,185,2736,3126,3175,3581,4300,5217,5485,5818
140,185,4262,4319,4216,4666,5476,6224,6450,3571
142,185,1091,1321,1236,1464,1984,2446,2997,2535
143,185,4874,4534,3181,2811,2967,3229,3017,0
153,185,308,376,354,429,563,661,671,600
156,185,8554,8816,7582,7197,7753,10477,9800,0
157,185,267,261,247,334,486,661,872,822
158,185,175,197,188,212,228,246,246,193
163,185,19594,20924,18629,20449,22536,24453,24079,10968
167,185,5505,5914,7039,6267,6494,7416,7796,6748
168,185,7955,8655,7540,8492,8731,10584,0,0
183,185,753,660,553,0,0,0,0,0
186,185,61896,66321,70181,69740,74735,78794,77703,62691
2,186,0,0,0,0,60,100,108,0
9,186,6204,6046,5904,6085,6676,7216,0,0
10,186,1834,2090,1959,1985,2009,2390,2271,1721
17,186,11014,12780,11187,11307,12211,13099,9679,8718
23,186,0,0,24,28,35,47,49,0
27,186,300,345,385,455,432,517,552,505
33,186,51192,50177,46633,48155,52201,56592,56316,0
37,186,0,0,33152,31296,0,0,0,0
43,186,255,216,338,277,423,421,493,261
45,186,441,450,442,660,1009,936,1247,1527
46,186,1147,1343,1408,1689,1895,2073,2278,1743
47,186,8196,8448,6855,6354,6769,7574,10202,9802
57,186,281,279,223,276,309,348,361,287
60,186,2149,2642,2752,3022,2871,3523,4019,5247
61,186,25566,28333,29332,30779,32937,36218,33948,28296
65,186,40562,43450,44161,48004,52429,0,51668,44872
67,186,4838,4561,2217,1908,2186,2756,2867,1062
75,186,14926,15505,15069,13503,14190,15314,14504,0
76,186,1596,1649,1760,2183,2201,2591,2895,1965
77,186,568,717,957,1452,1818,2097,1682,574
82,186,12506,12008,15064,16128,20010,27614,39063,36290
84,186,11770,11714,9760,10433,10689,11707,11098,5470
86,186,0,42532,41032,44792,46093,44210,0,0
162,186,18077,17797,14781,14567,14919,16747,0,0
95,186,92,105,101,123,173,221,263,219
100,186,99,93,0,0,226,263,293,396
101,186,5383,6025,5772,6468,6900,6716,5523,0
105,186,4752,4733,4454,4530,4852,5115,5571,5906
108,186,162,0,0,0,197,0,0,0
123,186,17587,22657,18724,16158,16960,21193,21995,17626
124,186,1916,2048,1961,2139,2293,2219,0,0
139,186,2229,2545,2611,2862,3588,4477,4886,4871
140,186,1494,1514,1424,1570,2103,2417,2993,1644
142,186,989,1225,1166,1326,1549,1929,1791,1554
143,186,4275,3678,2772,3568,3551,4323,4091,0
153,186,238,251,298,362,391,529,670,805
156,186,16482,17551,16678,16021,16269,20774,19464,0
157,186,197,204,238,285,457,557,537,466
158,186,124,144,146,166,174,201,214,188
163,186,6380,7510,6951,6892,8568,9763,10436,0
167,186,7027,8612,7451,6840,7341,6941,7635,8057
168,186,16616,19905,20398,23060,21546,19462,0,0
183,186,1,1,1,0,0,0,0,0
185,186,82004,80324,84662,83265,87131,100722,101742,93230
2,187,0,0,0,0,0,1,0,0
10,187,11,5,3,4,3,5,4,0
17,187,25,33,65,21,20,21,22,0
23,187,0,0,0,0,0,0,0,0
27,187,0,0,0,0,0,0,0,0
43,187,0,1,0,0,3,2,2,0
45,187,0,0,0,0,0,0,0,0
46,187,25,6,1,1,0,1,1,0
47,187,51,101,56,41,40,59,53,0
57,187,1,1,0,1,0,0,3,0
60,187,19,24,10,19,20,24,37,0
61,187,102,105,105,104,66,73,64,0
65,187,122,92,148,112,153,203,174,0
67,187,23,28,27,26,30,38,35,0
76,187,0,0,1,1,1,0,0,0
77,187,0,0,0,0,0,0,1,0
82,187,0,0,0,0,5,12,12,0
84,187,26,26,42,31,39,38,25,0
95,187,0,0,0,0,0,0,0,0
100,187,6,3,0,1,3,0,1,0
101,187,31,44,48,61,63,60,41,0
108,187,0,0,0,0,0,0,0,0
123,187,634,242,155,255,111,149,116,0
139,187,1,2,2,4,1,3,3,0
140,187,4,4,4,6,7,6,7,0
142,187,2,5,4,2,1,4,4,0
143,187,3,3,3,2,2,4,4,0
153,187,0,0,0,0,0,0,0,0
157,187,1,0,0,0,1,1,0,0
158,187,0,0,0,0,0,0,0,0
163,187,303,356,246,249,320,387,334,0
167,187,32,33,17,16,21,21,24,0
185,187,14,26,29,57,12,17,63,24
2,188,0,0,0,0,0,0,0,0
10,188,7,8,6,6,112,106,100,0
17,188,16,8,13,19,6,9,8,0
23,188,0,0,0,0,0,0,0,0
27,188,1,2,1,1,1,1,1,0
43,188,0,0,0,0,0,0,0,0
45,188,0,0,0,0,0,0,1,0
46,188,14,11,11,16,18,44,26,0
47,188,1,1,1,2,3,2,2,0
