"Exporter","Importer",2013,2014,2015,2016,2017,2018,2019,2020
2,150,0,0,0,0,0,0,0,0
10,150,0,0,0,0,0,0,0,0
17,150,0,1,1,1,0,0,0,0
23,150,0,0,0,0,0,0,0,0
27,150,0,0,0,0,0,0,0,0
43,150,0,0,0,0,0,0,0,0
45,150,0,0,0,0,0,0,0,0
46,150,0,18,15,15,16,17,16,0
47,150,0,0,0,0,0,0,0,0
57,150,0,0,0,0,0,0,0,0
60,150,0,0,0,0,0,0,0,0
61,150,0,0,0,0,0,0,0,0
65,150,0,0,0,0,0,0,0,0
67,150,0,0,10,9,10,11,3,0
76,150,0,0,0,0,0,0,0,0
77,150,0,0,0,0,0,0,0,0
82,150,0,0,0,0,0,0,0,0
84,150,0,1,0,0,0,0,0,0
95,150,0,0,0,0,0,0,0,0
100,150,0,0,0,0,0,0,0,0
101,150,0,0,0,0,1,0,0,0
108,150,0,0,0,0,0,0,0,0
123,150,6,2,1,1,0,1,1,0
139,150,0,0,0,0,0,0,0,0
140,150,9,21,13,13,14,13,10,0
142,150,0,0,0,0,0,0,0,0
143,150,0,0,0,0,0,0,0,0
153,150,0,0,0,0,0,0,0,0
157,150,0,0,0,0,0,0,0,0
158,150,0,0,0,0,0,0,0,0
167,150,1,1,1,0,0,0,0,0
185,150,0,0,0,0,0,0,0,0
2,151,0,0,0,0,2,2,0,0
10,151,171,179,191,149,192,234,241,0
17,151,369,371,273,343,360,372,334,0
23,151,0,0,12,23,31,38,71,0
27,151,3,3,5,11,3,4,6,0
33,151,455,497,475,430,419,337,286,0
43,151,2,1,3,5,3,3,11,0
45,151,31,11,8,15,12,9,10,0
46,151,36,19,47,44,63,105,51,0
47,151,374,453,371,372,334,421,441,0
57,151,1,0,0,1,1,1,3,0
60,151,145,126,94,64,131,157,165,0
61,151,1353,1890,1695,1814,1796,1450,1215,0
65,151,991,1148,1104,0,0,0,1374,0
67,151,46,53,214,172,190,226,221,0
75,151,70,0,0,0,0,0,0,0
76,151,7,5,6,5,4,5,5,0
77,151,278,269,233,179,186,158,155,0
82,151,639,748,690,630,740,925,1247,0
84,151,456,442,483,507,559,594,521,0
86,151,0,387,1710,464,625,366,0,0
95,151,1,1,1,1,1,1,3,0
100,151,1,0,1,1,0,0,1,0
101,151,130,146,128,136,158,122,141,0
105,151,475,511,399,391,463,350,366,154
108,151,4,0,0,0,12,0,0,0
123,151,1482,5233,4443,4643,5723,5882,3992,0
124,151,105,95,85,73,66,73,0,0
139,151,16,16,18,26,32,38,22,0
140,151,20,82,36,46,41,45,57,0
142,151,12,15,22,13,13,19,16,0
143,151,10,18,8,3,8,11,20,0
153,151,1,1,3,7,5,28,35,0
156,151,479,468,416,372,308,360,472,0
157,151,1,1,1,1,3,3,4,0
158,151,2,2,2,1,2,2,6,0
167,151,606,655,629,568,567,618,681,0
185,151,3810,2764,8461,7707,7143,5269,3260,4935
186,151,8488,8247,8987,8711,8901,8574,9477,10369
2,152,0,0,0,0,0,0,0,0
10,152,1,3,3,6,5,4,6,0
17,152,39,57,44,79,47,46,54,0
23,152,0,0,0,0,0,0,0,0
27,152,0,0,0,0,0,0,0,0
33,152,52,54,67,48,48,47,52,0
43,152,0,0,0,0,0,0,0,0
45,152,0,0,0,0,0,0,0,0
46,152,0,0,1,0,0,14,0,0
47,152,37,44,41,49,55,60,69,0
57,152,0,0,0,1,0,0,1,0
60,152,9,20,9,13,12,5,11,0
61,152,297,272,301,401,333,393,446,0
65,152,25,17,18,0,44,0,28,0
67,152,1,0,17,15,22,32,32,0
76,152,0,0,0,0,0,0,0,0
77,152,0,0,0,0,0,0,0,0
82,152,8,0,0,1,0,0,0,0
84,152,24,13,14,18,20,13,12,0
95,152,0,0,0,0,0,0,0,0
100,152,0,0,0,0,1,0,0,0
101,152,65,58,32,20,18,19,20,0
123,152,128,58,54,78,79,97,92,0
139,152,2,3,1,2,2,2,2,0
140,152,29,29,42,13,17,28,18,0
142,152,0,1,1,0,0,0,0,0
143,152,0,0,0,0,0,1,0,0
153,152,0,0,0,0,0,0,0,0
157,152,0,0,0,0,0,0,0,0
158,152,0,0,0,0,0,1,0,0
167,152,12,26,6,5,5,2,6,0
185,152,38,58,44,0,0,0,0,0
2,153,0,0,0,0,25,48,0,0
10,153,230,247,201,199,204,241,273,0
17,153,72,50,40,43,45,64,62,0
23,153,0,0,147,127,148,180,182,0
27,153,140,148,124,122,137,161,180,0
43,153,342,336,314,295,307,295,332,0
45,153,12,16,11,12,11,12,11,0
46,153,48,38,59,66,70,129,77,0
47,153,10,36,23,19,23,34,32,0
57,153,1,2,2,2,3,3,11,0
60,153,9,16,11,13,18,18,20,0
61,153,81,50,103,90,68,137,137,0
65,153,0,0,0,224,0,0,331,0
67,153,412,531,354,348,468,412,442,0
76,153,395,335,271,289,341,377,398,0
77,153,2,2,1,1,1,1,1,0
82,153,0,0,51,44,47,68,0,0
84,153,396,337,234,196,207,215,225,0
95,153,1,1,2,3,3,1,2,0
100,153,1,2,1,3,4,0,7,0
101,153,7,31,24,24,32,31,28,0
108,153,8,0,0,0,17,0,0,0
123,153,107,60,48,35,46,67,59,0
139,153,22,45,32,40,39,47,47,0
140,153,3,3,2,3,5,5,8,0
142,153,72,84,82,69,64,74,97,0
143,153,334,356,221,175,256,329,317,0
157,153,13,30,24,38,47,46,51,0
158,153,204,225,168,181,181,208,214,0
167,153,45,30,25,26,28,31,43,0
185,153,59,66,50,76,224,121,144,128
2,154,0,0,0,0,0,1,0,0
10,154,5,4,4,4,2,5,4,0
17,154,8,9,13,12,21,15,28,0
23,154,0,0,0,0,0,0,0,0
27,154,0,2,5,4,3,1,3,0
43,154,0,0,0,1,1,4,1,0
45,154,-1,41,21,14,7,14,8,0
46,154,2,5,3,2,1,4,0,0
47,154,3,4,1,7,13,6,6,0
57,154,5,4,3,6,7,4,10,0
60,154,0,4,3,1,3,6,3,0
61,154,24,46,22,25,28,48,41,0
65,154,0,0,0,14,15,19,9,0
67,154,0,1,10,9,10,13,12,0
76,154,5,5,2,2,1,2,7,0
77,154,0,0,0,0,0,0,0,0
82,154,0,0,0,0,0,0,0,0
84,154,1,2,5,3,1,1,5,0
95,154,8,11,27,19,16,8,1,0
100,154,7,4,3,2,6,0,1,0
101,154,13,39,42,34,28,22,29,0
108,154,0,0,0,0,49,0,0,0
123,154,7,8,7,8,11,14,14,0
139,154,2,2,2,2,3,14,3,0
140,154,12,11,6,6,6,18,18,0
142,154,28,6,5,6,3,3,2,0
143,154,85,79,52,64,84,0,0,0
153,154,1,1,1,1,1,1,1,0
157,154,0,0,0,0,2,0,0,0
158,154,0,1,2,0,0,0,0,0
167,154,2,11,1,2,2,2,1,0
185,154,20,30,24,0,0,0,0,0
2,155,0,0,0,0,0,0,0,0
10,155,7,8,10,8,8,5,6,0
17,155,24,5,3,15,35,9,4,0
23,155,0,0,0,0,0,0,0,0
27,155,0,0,0,0,0,0,4,0
43,155,0,0,0,0,0,0,0,0
45,155,0,0,0,0,0,0,0,0
46,155,0,0,0,0,0,6,0,0
47,155,3,7,11,17,24,32,30,0
57,155,0,0,0,0,0,0,0,0
60,155,1,1,0,0,0,0,0,0
61,155,9,7,0,6,9,12,10,0
65,155,9,8,3,7,12,11,6,0
67,155,0,0,8,7,12,6,3,0
76,155,0,0,0,0,0,0,0,0
77,155,0,0,1,2,0,0,0,0
82,155,0,0,0,0,0,0,1,0
84,155,2,1,0,0,13,1,0,0
95,155,0,0,0,1,0,0,0,0
100,155,0,0,0,0,0,0,0,0
101,155,1,13,19,18,9,1,1,0
108,155,0,0,0,0,0,0,0,0
123,155,35,12,12,7,8,11,5,0
139,155,0,0,0,0,0,0,0,0
140,155,0,0,3,8,0,0,0,0
142,155,5,15,9,1,3,5,4,0
143,155,1,0,0,0,0,0,0,0
153,155,0,0,0,0,0,0,0,0
157,155,0,1,0,0,0,0,0,0
158,155,0,0,0,0,0,0,0,0
167,155,9,6,4,3,7,5,5,0
185,155,31,44,50,0,0,0,0,0
2,156,0,0,0,0,1,4,3,0
9,156,3675,3493,3268,3872,4087,3834,0,0
10,156,112,102,92,99,119,167,128,0
17,156,883,921,839,838,1234,1502,1559,0
23,156,0,0,0,0,0,2,1,0
27,156,5,6,8,7,9,11,11,0
33,156,739,649,527,553,572,682,690,0
43,156,24,25,28,24,32,33,31,0
45,156,135,138,150,149,181,209,205,0
46,156,74,84,58,58,49,66,79,0
47,156,1962,1790,1753,1730,2087,2603,2915,0
57,156,25,28,37,50,68,87,91,0
60,156,118,142,346,288,376,459,502,0
61,156,3314,4017,3361,3479,3735,4309,4281,0
65,156,3813,4044,3582,3680,4218,4896,4491,0
67,156,516,580,935,800,1063,1234,1305,0
75,156,3082,3531,3801,3800,4133,4366,4108,0
76,156,106,200,117,80,84,84,82,0
77,156,205,10,12,26,25,21,23,0
82,156,1078,1327,1355,2041,4304,6942,3008,0
84,156,371,364,571,408,403,545,605,0
86,156,0,9982,9530,11210,11575,13452,0,0
95,156,12,17,21,19,37,17,24,0
100,156,13,22,0,0,32,0,34,0
101,156,758,945,882,955,999,1301,1186,0
105,156,13590,13278,10554,11220,11331,11104,9890,4488
108,156,7,0,0,0,42,0,0,0
123,156,4611,8360,7091,7312,8592,11063,12219,0
124,156,267,278,289,274,306,324,0,0
139,156,132,131,142,163,265,329,394,0
140,156,58,70,50,59,70,85,85,0
142,156,64,93,94,117,147,214,248,0
143,156,239,520,396,319,388,494,682,0
153,156,5,4,2,4,7,11,16,0
157,156,20,29,48,69,74,77,76,0
158,156,13,15,16,18,22,27,22,0
163,156,635,367,307,376,456,501,534,0
167,156,275,239,227,225,258,331,343,0
168,156,1603,1467,1586,1860,2408,2937,0,0
185,156,6131,4910,5483,4438,4820,5142,6080,5141
186,156,11613,12165,14758,18764,21203,24567,25398,24695
2,157,0,0,0,0,4,5,4,0
10,157,1008,1072,977,1017,1018,1138,1127,920
17,157,239,332,251,269,321,340,277,305
23,157,0,0,6,11,8,18,16,0
27,157,59,72,60,65,65,82,77,0
43,157,261,263,232,270,270,230,344,105
45,157,4,7,8,10,14,28,31,12
46,157,1732,1717,1745,1593,1809,1980,1868,1598
47,157,81,109,145,113,116,122,95,0
57,157,7,11,8,10,12,25,24,18
60,157,21,25,23,27,42,37,63,43
61,157,272,329,577,778,756,360,336,260
65,157,861,1117,942,0,1272,0,1484,1306
67,157,61,72,57,57,50,76,72,0
76,157,740,850,767,802,859,892,818,535
77,157,2,3,3,5,6,6,6,0
82,157,122,137,131,112,128,154,85,53
84,157,725,632,491,578,538,551,404,422
95,157,4,4,6,6,6,12,7,5
100,157,12,18,0,14,13,13,13,13
101,157,155,170,178,197,195,169,120,0
108,157,7,0,0,0,11,0,0,0
123,157,404,214,220,234,246,374,355,369
124,157,3,5,3,3,4,6,0,0
139,157,972,846,783,802,900,1006,968,834
140,157,48,78,61,66,78,85,86,67
142,157,110,104,119,123,152,160,161,163
143,157,217,216,146,157,140,105,110,0
153,157,33,41,42,46,74,84,65,46
158,157,86,96,87,91,102,137,156,134
163,157,135,134,143,189,188,248,247,0
167,157,121,148,96,159,137,94,103,152
185,157,255,283,293,390,372,452,567,518
186,157,292,345,347,360,326,341,371,246
2,158,0,0,0,0,9,9,10,0
10,158,786,753,605,660,716,802,789,666
17,158,76,105,88,92,167,128,125,124
23,158,0,0,134,159,164,186,160,0
27,158,37,68,54,47,56,72,44,0
43,158,918,744,785,787,910,1172,1080,801
45,158,1,3,2,6,6,5,4,0
46,158,94,88,111,72,77,98,97,83
47,158,57,72,67,60,62,58,76,0
57,158,3,5,6,22,13,10,8,5
60,158,13,15,14,11,16,18,22,0
61,158,146,197,122,158,155,169,175,133
65,158,434,486,437,470,522,607,654,0
67,158,39,40,48,47,52,73,71,0
76,158,77,98,95,134,105,131,128,107
77,158,3,3,3,3,3,3,4,0
82,158,58,57,63,69,79,113,142,266
84,158,489,464,484,509,522,571,583,469
95,158,4,12,9,7,7,12,11,15
100,158,12,16,15,0,15,17,13,16
101,158,56,57,36,45,52,44,39,0
108,158,3,0,0,0,0,0,0,0
123,158,91,89,61,95,0,154,145,125
124,158,2,2,1,2,3,3,0,0
139,158,82,78,66,75,88,100,99,95
140,158,12,17,12,13,16,18,20,8
142,158,41,48,46,50,64,73,68,62
143,158,161,159,98,95,123,119,117,0
153,158,210,231,209,228,244,273,291,255
157,158,37,54,36,45,53,60,70,0
163,158,105,104,103,124,119,157,197,0
167,158,65,42,39,29,35,18,29,29
168,158,50,57,53,83,90,94,0,0
185,158,136,151,125,167,199,199,203,128
186,158,178,189,189,177,176,185,175,114
2,159,0,0,0,0,0,0,0,0
10,159,0,0,1,0,1,1,0,0
17,159,0,0,0,0,0,0,0,0
23,159,0,0,0,0,0,0,0,0
27,159,0,0,0,0,0,0,0,0
43,159,0,0,0,0,0,0,0,0
45,159,0,0,0,2,0,0,0,0
46,159,0,0,0,0,0,3,0,0
47,159,0,0,3,0,0,0,0,0
57,159,0,0,0,0,0,0,0,0
60,159,0,1,0,0,0,0,0,0
61,159,0,0,0,0,0,0,0,0
65,159,0,0,0,0,0,0,0,0
67,159,0,0,1,1,1,4,0,0
76,159,0,0,0,0,0,0,0,0
77,159,0,0,0,0,1,0,0,0
82,159,0,0,0,0,1,2,1,0
84,159,0,0,0,0,0,0,0,0
95,159,0,0,0,0,0,0,0,0
100,159,0,0,0,0,0,0,0,0
101,159,0,0,0,0,1,0,0,0
108,159,0,0,0,0,0,0,0,0
123,159,1,1,1,15,2,2,2,0
139,159,0,0,0,0,0,0,0,0
140,159,0,0,0,0,0,5,0,0
142,159,1,0,0,0,0,0,0,0
143,159,0,0,0,0,0,0,1,0
153,159,0,0,0,0,0,0,0,0
157,159,0,0,0,0,0,0,0,0
158,159,0,0,0,0,0,0,0,0
167,159,0,0,0,0,0,0,14,0
185,159,6,0,6,0,0,0,0,0
2,160,0,0,0,0,0,0,0,0
10,160,0,0,0,0,0,0,4,0
17,160,11,12,16,12,8,8,7,0
23,160,0,0,0,0,0,0,0,0
27,160,0,0,0,0,0,0,0,0
43,160,0,0,0,0,0,0,0,0
45,160,0,0,0,0,0,0,0,0
46,160,0,0,0,0,0,0,0,0
47,160,5,6,5,5,6,8,7,0
57,160,0,0,0,0,0,0,0,0
60,160,0,0,2,0,0,5,1,0
61,160,0,5,10,0,0,24,0,0
65,160,0,0,1,0,0,4,0,0
67,160,0,0,7,6,6,9,12,0
76,160,0,0,0,0,0,0,0,0
77,160,0,0,0,0,0,0,0,0
82,160,0,0,0,0,0,1,0,0
84,160,6,4,12,4,1,1,1,0
95,160,0,0,0,0,0,0,0,0
100,160,0,0,0,0,0,0,0,0
101,160,0,0,0,0,0,0,0,0
108,160,0,0,0,0,0,0,0,0
123,160,49,13,39,32,30,21,22,0
139,160,0,0,1,0,0,0,0,0
140,160,0,0,0,0,0,0,0,0
142,160,0,0,0,0,0,0,0,0
143,160,1,12,14,8,8,14,6,0
153,160,0,0,0,0,0,0,0,0
157,160,0,0,0,0,0,0,0,0
158,160,0,0,0,0,0,0,0,0
167,160,6,0,6,0,2,1,9,0
185,160,12,13,24,0,0,0,0,0
2,161,0,0,0,0,0,3,0,0
9,161,424,354,266,259,286,271,0,0
10,161,97,74,71,68,72,93,101,0
17,161,307,296,254,258,297,340,237,0
23,161,0,0,1,0,0,1,1,0
27,161,6,7,5,6,8,7,7,0
33,161,189,187,139,190,158,177,185,0
37,161,0,0,611,652,0,0,0,0
43,161,17,5,47,34,33,17,19,0
45,161,21,21,22,23,26,28,49,0
46,161,25,30,30,41,44,30,30,0
47,161,371,408,541,545,668,938,903,0
57,161,4,4,3,3,11,22,44,0
60,161,84,68,165,64,76,71,142,0
61,161,587,731,990,733,692,827,836,0
65,161,1401,1469,1352,1329,1498,1656,1639,0
67,161,70,80,270,237,358,425,439,0
75,161,228,267,257,176,216,266,239,0
76,161,13,12,22,15,23,14,15,0
77,161,3,4,3,3,4,7,5,0
82,161,1031,1002,1080,1017,1204,1666,2023,0
84,161,154,126,112,134,179,127,74,0
86,161,0,362,304,250,235,340,0,0
95,161,7,3,2,2,1,1,2,0
100,161,2,1,0,0,2,0,4,0
101,161,300,332,295,324,268,267,250,0
105,161,50,77,46,33,29,29,34,19
108,161,3,0,0,0,15,0,0,0
123,161,852,650,590,666,759,908,1043,0
124,161,39,48,52,57,63,73,0,0
139,161,23,34,27,34,32,35,39,0
140,161,96,113,101,77,95,116,109,0
142,161,12,9,9,16,13,17,18,0
143,161,11,12,9,10,15,12,20,0
153,161,1,1,2,8,65,51,9,0
156,161,513,482,420,351,380,466,428,0
157,161,10,5,1,15,41,12,10,0
158,161,7,9,4,5,5,6,5,0
163,161,550,355,323,331,361,435,372,0
167,161,201,197,157,202,175,165,157,0
168,161,739,857,665,561,657,579,0,0
185,161,2989,3291,3318,2772,2848,3173,2910,2445
186,161,2749,2831,2824,2610,2641,2609,2651,1902
2,162,0,0,0,0,2,2,2,0
9,162,1799,1600,1476,1633,1653,1651,0,0
10,162,147,150,125,133,148,202,232,0
17,162,274,363,374,297,297,281,315,0
23,162,0,0,16,21,24,23,20,0
27,162,22,14,12,12,12,13,12,0
33,162,1056,999,838,954,1131,988,980,0
37,162,0,0,10925,10704,0,0,0,0
43,162,25,28,36,44,50,51,52,0
45,162,0,11,11,8,7,7,4,0
46,162,43,46,119,143,168,188,185,0
47,162,1124,1052,778,666,767,847,902,0
57,162,8,15,27,27,25,23,16,0
60,162,274,472,626,856,1031,1012,1371,0
61,162,2157,2515,2313,2136,1776,2188,2076,0
65,162,2693,3077,2951,2865,3204,3207,3065,0
67,162,352,378,234,195,273,322,299,0
75,162,2617,2338,2153,1854,1641,1681,1412,0
76,162,319,424,344,348,380,332,206,0
77,162,3,4,7,17,22,21,19,0
82,162,732,856,718,876,1029,2120,2050,0
84,162,476,484,343,343,255,272,321,0
86,162,0,7430,6770,7514,9397,9632,0,0
95,162,4,4,2,3,5,4,4,0
100,162,10,15,0,0,29,0,5,0
101,162,244,207,338,236,183,224,228,0
105,162,672,876,729,854,828,977,1054,391
108,162,4,0,0,0,3,0,0,0
123,162,1159,1323,1361,1149,1337,1374,1289,0
124,162,379,387,340,416,362,415,0,0
139,162,195,306,268,254,308,374,366,0
140,162,53,31,34,41,58,70,81,0
142,162,11,22,15,16,17,23,24,0
143,162,599,605,465,486,606,784,971,0
153,162,1,1,1,2,3,2,3,0
156,162,2270,2668,2283,2115,2223,2812,2931,0
157,162,11,24,27,26,38,37,38,0
158,162,25,62,73,87,96,100,87,0
163,162,430,510,483,598,682,714,681,0
167,162,1008,698,727,550,591,600,665,0
185,162,2337,2532,2762,2565,3501,2810,3767,2246
186,162,22302,21398,21761,22465,24393,23372,23449,17823
2,163,0,0,0,0,18,21,25,0
10,163,502,537,483,521,574,686,784,590
17,163,1839,2167,1749,1843,1791,2034,2164,2169
23,163,0,0,12,11,12,17,17,0
27,163,106,122,109,128,143,171,196,0
33,163,277,317,285,278,315,360,362,0
43,163,61,85,76,102,122,129,152,39
45,163,19,27,31,21,54,58,63,130
46,163,383,426,389,428,493,594,592,363
47,163,1066,1258,1069,1077,1246,1517,1324,0
57,163,32,47,43,55,65,92,81,65
60,163,554,469,344,356,416,492,564,398
61,163,10763,11311,10164,11038,12310,15289,15106,12479
65,163,6022,6786,6318,6657,7256,8697,8739,6943
67,163,328,400,473,554,526,674,695,0
75,163,95,0,0,115,131,184,197,0
76,163,552,624,449,495,547,539,540,268
77,163,45,56,61,86,116,123,109,32
82,163,2869,3172,2973,3486,4115,4795,5034,3985
84,163,3374,3449,3001,3080,3368,3857,3796,2385
86,163,0,800,554,681,534,643,0,0
95,163,17,77,54,48,52,44,59,62
100,163,84,114,126,137,196,233,321,291
101,163,2160,2288,2337,2432,3202,4152,4375,0
108,163,64,0,0,0,212,0,0,0
123,163,3095,3491,2955,3849,4732,5900,5973,6232
124,163,41,40,42,47,60,58,0,0
139,163,348,403,425,475,613,715,735,725
140,163,3493,3740,3325,3468,4047,4621,4620,3467
142,163,653,826,848,921,1082,1144,1193,924
143,163,369,364,249,275,275,380,420,0
153,163,35,40,43,51,59,65,69,74
157,163,67,72,56,73,78,91,96,0
158,163,47,48,40,59,55,78,82,55
167,163,792,1044,863,969,778,964,978,1080
168,163,2239,2333,1767,1878,1966,1927,0,0
185,163,8007,9169,10030,11101,11540,12102,10234,7191
186,163,6543,6844,6728,6794,7290,7511,8725,5048
2,164,0,0,0,0,0,0,0,0
10,164,4,5,7,6,7,5,16,0
17,164,20,20,22,10,11,11,8,0
23,164,0,0,0,0,0,0,0,0
27,164,0,0,0,0,0,0,0,0
43,164,0,0,0,0,0,0,0,0
45,164,0,0,0,0,0,0,0,0
46,164,0,0,1,0,1,1,0,0
47,164,66,56,38,33,43,45,55,0
57,164,0,0,0,0,0,0,1,0
60,164,1,1,1,2,2,2,2,0
61,164,58,73,73,55,70,132,130,0
65,164,66,57,53,72,72,63,60,0
67,164,0,0,37,34,45,51,67,0
75,164,116,108,116,112,116,113,94,0
76,164,0,0,0,0,1,0,0,0
77,164,0,0,0,0,0,0,0,0
82,164,27,28,0,0,42,137,122,0
84,164,26,39,34,23,28,38,27,0
95,164,0,0,0,1,1,1,2,0
100,164,0,0,0,0,2,0,1,0
101,164,20,35,42,49,73,46,28,0
105,164,80,132,71,79,84,46,63,29
108,164,0,0,0,0,0,0,0,0
123,164,74,29,26,31,44,52,69,0
124,164,24,26,29,36,48,49,0,0
139,164,1,1,1,2,2,1,2,0
140,164,0,0,0,0,1,1,1,0
142,164,0,0,0,0,1,1,2,0
143,164,6,10,3,1,2,2,2,0
153,164,0,0,0,0,0,0,0,0
157,164,0,0,0,1,1,1,1,0
158,164,0,0,0,0,1,0,0,0
167,164,24,18,21,21,15,15,14,0
185,164,230,168,275,0,0,0,0,0
2,165,0,0,0,0,0,0,0,0
10,165,11,4,1,1,2,5,9,0
17,165,39,20,13,14,11,9,4,0
23,165,0,0,0,0,0,0,0,0
27,165,0,1,0,0,0,0,0,0
43,165,0,0,0,0,0,0,0,0
45,165,1,0,0,0,0,0,0,0
46,165,0,1,1,0,1,4,0,0
47,165,18,11,23,24,38,25,9,0
57,165,0,0,0,0,0,0,0,0
60,165,5,9,2,1,1,0,0,0
61,165,25,13,12,7,9,19,8,0
65,165,25,33,28,30,28,37,21,0
67,165,1,0,12,10,12,18,22,0
76,165,0,0,0,1,1,0,0,0
77,165,0,0,0,0,0,0,0,0
82,165,0,0,0,1,0,0,0,0
84,165,17,23,14,11,10,11,6,0
95,165,0,0,0,0,0,0,0,0
100,165,0,0,0,0,0,0,0,0
101,165,1,1,1,0,1,0,0,0
123,165,126,33,23,10,11,8,4,0
139,165,0,0,1,0,0,0,0,0
140,165,0,0,0,0,0,0,0,0
142,165,3,2,2,3,2,2,1,0
143,165,117,3,53,39,43,33,14,0
153,165,0,0,0,0,0,0,0,0
157,165,0,0,0,0,0,0,0,0
158,165,3,1,1,0,0,0,0,0
167,165,64,94,69,53,44,13,34,0
185,165,163,230,89,0,0,0,0,0
2,166,0,0,0,0,0,0,0,0
10,166,1,1,0,0,0,1,1,0
17,166,3,3,4,3,5,7,2,0
23,166,0,0,0,0,0,0,0,0
27,166,0,0,1,0,2,3,2,0
43,166,0,0,0,0,0,0,0,0
45,166,0,0,0,2,0,0,0,0
46,166,0,0,0,0,1,2,0,0
47,166,46,2,5,4,3,4,6,0
57,166,0,0,0,0,0,0,0,0
60,166,12,13,3,1,1,0,1,0
61,166,0,19,34,8,5,0,9,0
65,166,3,3,2,0,0,0,0,0
67,166,0,0,3,3,4,5,2,0
76,166,0,1,0,0,0,0,0,0
77,166,0,0,0,0,0,0,0,0
82,166,0,0,0,0,0,0,0,0
84,166,3,3,3,0,0,0,3,0
95,166,0,0,0,0,0,0,0,0
100,166,0,0,0,0,0,0,0,0
101,166,29,11,1,8,15,18,19,0
108,166,0,0,0,0,0,0,0,0
123,166,245,142,93,66,63,99,75,0
139,166,0,0,0,0,0,0,0,0
140,166,4,3,6,3,2,2,3,0
142,166,3,7,6,1,1,2,4,0
143,166,0,0,0,0,0,0,0,0
153,166,0,0,0,0,1,2,0,0
157,166,0,0,0,0,2,1,3,0
158,166,0,0,0,0,0,0,0,0
167,166,7,12,2,3,2,0,1,0
185,166,24,43,17,0,0,0,0,0
2,167,0,0,0,0,15,14,13,0
9,167,301,268,236,236,233,225,0,0
10,167,954,1036,850,894,975,1072,1074,876
17,167,1901,2297,1802,1744,2024,2049,2044,1944
23,167,0,0,17,16,19,23,26,0
27,167,69,78,74,82,86,93,99,79
33,167,609,629,621,645,659,385,385,0
43,167,251,283,271,329,330,274,385,162
45,167,108,104,92,93,123,152,113,18
46,167,295,341,318,289,349,363,378,347
47,167,7672,7514,6277,6542,6992,7242,7452,5530
57,167,534,537,486,513,626,652,667,586
60,167,3620,3861,3223,3565,3989,4580,4205,3766
61,167,2958,3305,3018,2581,3008,3007,3017,2758
65,167,4824,5387,4830,5107,5304,5634,5375,0
67,167,476,441,341,344,401,525,429,146
75,167,1044,1165,1165,1250,1208,1230,1111,0
76,167,377,463,395,419,431,474,481,388
77,167,222,214,174,202,198,167,138,72
82,167,2699,2899,2777,3148,3931,4691,5009,4832
84,167,1844,1827,1371,1252,1378,1456,1523,1247
86,167,0,982,393,382,279,340,0,0
95,167,260,315,297,390,546,647,616,641
100,167,220,211,223,0,377,493,541,593
101,167,1785,2074,2061,2038,2018,2093,2002,0
105,167,87,83,66,144,112,63,73,49
108,167,332,0,0,0,565,0,0,0
123,167,2860,3272,3187,3228,3955,4633,5795,5391
124,167,31,39,40,42,51,51,0,0
139,167,1176,1489,1431,1684,1947,2466,2532,2320
140,167,339,310,262,291,343,403,387,235
142,167,215,250,213,222,272,344,470,450
143,167,797,524,251,220,291,314,376,0
153,167,45,50,41,55,81,103,92,102
157,167,67,71,70,76,91,115,123,92
158,167,111,93,65,75,89,109,112,76
163,167,2745,2806,2317,2824,3141,3400,3224,0
168,167,1081,1184,1081,1111,1186,1191,0,0
185,167,7035,6231,6627,6164,5738,7493,5843,5409
186,167,6171,6772,6306,6301,6236,6702,6561,4956
2,168,0,0,0,0,51,39,43,0
9,168,870,1003,748,736,784,723,0,0
10,168,4249,5233,4680,4957,5332,5824,5824,5224
17,168,9153,8720,7650,7045,8192,7971,8302,8153
23,168,0,0,28,62,68,36,47,0
27,168,138,213,169,176,168,210,254,227
33,168,2083,1872,1737,1320,1398,1410,1396,0
43,168,538,536,420,470,509,609,654,450
45,168,222,222,224,237,264,319,304,279
46,168,802,1024,1119,1193,1430,1368,1397,1251
47,168,2581,2663,2501,2142,2747,2856,2935,3233
57,168,277,272,230,210,220,229,234,215
60,168,675,808,931,973,1309,1039,1191,966
61,168,17481,20230,17406,17983,20882,21296,20624,16126
65,168,24459,30084,26459,26659,27580,30629,29631,27787
67,168,2376,2765,868,898,1085,1203,1165,742
75,168,1106,1081,1239,1198,1038,1119,1058,0
76,168,921,882,887,975,1055,1157,1015,1078
77,168,283,292,221,158,107,100,98,76
82,168,3516,3788,3559,3800,3839,5463,6210,7030
84,168,11844,10968,9077,9019,9524,10462,9354,7944
86,168,0,2991,2976,4319,4070,4772,0,0
95,168,436,465,392,312,308,365,308,139
100,168,163,203,0,0,205,341,388,372
101,168,5907,6482,6082,6214,6934,6782,6775,0
105,168,158,176,123,154,143,233,190,195
108,168,131,0,0,0,329,0,0,0
123,168,14570,10047,9993,9529,8925,9107,8862,8123
124,168,148,156,122,135,150,160,0,0
139,168,3384,4026,3919,4283,4731,5315,5358,5672
140,168,1051,1281,1167,1275,1463,1486,1484,1159
142,168,743,810,734,805,957,983,1158,1190
143,168,4711,3443,3058,3229,3916,4077,3855,0
153,168,219,224,233,261,350,473,486,474
